ID,Crop_ICP_Run,Crop_ICP_Run_Se,Latitude,Longitude,Altitude,LocationPrecision,SamplingStart,SamplingEnd,Crop,GrainSource,Site,Ag_grain,Al_grain,As_grain,B_grain,Ba_grain,Be_grain,Ca_grain,Cd_grain,Co_grain,Cr_grain,Cs_grain,Cu_grain,Fe_grain,K_grain,Li_grain,Mg_grain,Mn_grain,Mo_grain,Ni_grain,P_grain,Pb_grain,Rb_grain,S_grain,Se_grain,Sr_grain,Tl_grain,U_grain,V_grain,Zn_grain,Al_Oxa,Al_Sol_Ca,Al_Tot_Aqu,As_Tot_Aqu,Ba_Sol_Ca,C_inorg,C_org,C_tot,Ca_CEC,Ca_Tot_Aqu,Cd_DTPA,Cd_Sol_Ca,Cd_Tot_Aqu,Co_DTPA,Co_Sol_Ca,Co_Tot_Aqu,Cr_Tot_Aqu,Cu_DTPA,Cu_Sol_Ca,Cu_Tot_Aqu,eCEC,Fe_DTPA,Fe_Oxa,Fe_Sol_Ca,Fe_Tot_Aqu,K_CEC,K_Sol_Ca,K_Tot_Aqu,Mg_CEC,Mg_Sol_Ca,Mg_Tot_Aqu,Mn_DTPA,Mn_Oxa,Mn_Sol_Ca,Mn_Tot_Aqu,Mo_Sol_Ca,Mo_Tot_Aqu,N_pct,Na_CEC,Na_Sol_Ca,Na_Tot_Aqu,Ni_DTPA,Ni_Sol_Ca,Ni_Tot_Aqu,P_Olsen,P_Oxa,P_Sol_Ca,P_Tot_Aqu,Pb_DTPA,Pb_Sol_Ca,Pb_Tot_Aqu,PBI,pH_CaNO,pH_w,S_Ads_Seq,S_Org_Seq,S_Sol_Seq,S_Tot_Aqu,Se_Ads_Seq,Se_Org_Seq,Se_Sol_Seq,Se_Tot_Aqu,Ti_Tot_Aqu,U_Sol_Ca,Zn_DTPA,Zn_E,Zn_LogKd,Zn_Sol_Ca,Zn_Tot_Aqu
MWI1585,6,5,-13.19992865,33.85640164,1059,5,28/05/2018,28/05/2018,Maize,Field stack,Main,NA,1.159,NA,NA,0.572,NA,87.475,NA,0.017,NA,NA,1.628,17.869,3752.46,NA,1429.421,7.214,0.169,NA,2559.072,NA,2.394,1795.07114,0.01614,0.821,NA,NA,0.239,28.664,2157.49981,0.15259,28234.49297,0.16922,12.99374,0,0.9659,0.9659,5.26706,3103.12574,0.01434,0.00127,0.04886,0.39955,0.00131,14.41852,13.07964,0.40831,0.0044,8.96202,7.33194,14.20287,2454.32769,0.01138,37109.64657,0.30221,97.82974,2338.50797,1.64645,117.42147,2932.76497,37.33774,389.74364,2.4692,666.19646,0.00005,0.05964,0.0663,0.02546,2.45862,253.07343,0.09609,0.00914,5.59867,8.93928,100.89539,0.12744,241.37238,0.15667,0.00016,4.41091,49.94679,5.2,5.83,1.08968,45.78484,0.91538,69.90181,1.78213,59.70627,0.52167,0.23579,1918.4378,0.00001,0.75687,2.35183,2.1684,0.07727,36.18409
MWI1586,3,3,-10.4843678,34.20196169,461,5,28/05/2018,28/05/2018,Rice,Standing crop,Close pair,NA,48.089,0.049,NA,1.226,NA,117.524,NA,0.055,0.586,0.004,1.87,121.412,3066.671,NA,1344.527,28.002,0.722,0.537,3107.391,0.057,11.199,1973.5516,0.04067,0.421,NA,NA,0.262,37.061,1526.44817,2.78715,49186.95043,0.55002,33.01316,0,2.22,2.22,15.60072,4127.64769,0.00916,0.00275,0.02141,0.74341,0.4134,15.20236,61.50002,2.44395,0.01415,27.20021,24.86252,214.62803,10549.30135,0.09991,39448.08837,0.39603,107.08318,6005.58977,6.12193,355.08562,8260.19571,88.94401,185.80346,59.46315,462.4085,0.00004,0.04702,0.1625,0.184,37.60094,131.97972,0.61074,0.33886,31.17584,6.24,47.74009,NA,215.87234,0.19635,0.00171,9.57824,235.72895,4.46,5.13,10.74077,97.93542,6.29905,149.43125,6.10282,227.91235,10.28231,0.43223,1049.65806,0.00013,0.64374,3.38129,1.43522,0.53597,60.02587
MWI1587,3,2,-13.75292128,34.2552493,669,8,28/05/2018,28/05/2018,Maize,Store,Main,0.01,12.014,NA,NA,0.813,NA,57.818,NA,0.025,0.453,NA,1.547,12.264,4380.053,NA,1262.082,5.682,0.253,0.436,3470.112,0.02,3.561,1260.91637,0.03608,0.578,NA,0.001,0.135,23.35,1102.00483,0.02975,23218.94702,8.79111,23.9038,0,0.7709,0.7709,3.85894,1141.93189,0.0091,0.00019,0.0189,0.17488,0.00059,9.94291,60.43639,0.48956,0.00671,15.04187,6.04123,15.91375,1577.53117,0.00623,31270.05518,0.38535,150.26746,1668.67208,1.57355,149.9977,1767.01238,29.14638,312.86058,0.02014,386.94388,0.00052,0.20582,0.0612,0.03422,4.12068,36.7794,0.32449,0.01613,20.99498,41.04,250.81244,1.94537,619.88999,0.18283,0.00009,5.42612,66.26814,5.83,6.42,1.53859,56.96303,5.79891,52.53655,3.48363,116.59778,5.24263,0.25252,1799.78698,0.00001,2.01919,6.52067,2.86429,0.05653,41.2542
MWI1588,8,6,-16.03616407,35.51665759,631,5,26/05/2018,26/05/2018,Maize,Store,Main,NA,3.996,NA,NA,0.305,NA,70.6,NA,0.004,NA,NA,1.104,11.704,2997.056,NA,881.003,3.822,0.173,NA,2080.479,NA,8.865,1924.51877,0.07426,0.242,NA,NA,0.269,14.634,7061.7871,2.31748,117803.9558,0.98724,NA,0,2.973,2.973,2.03072,1638.49749,0.00477,0.00117,0.02594,0.05207,0.05622,34.28217,64.96417,0.79592,0.00289,42.98676,3.66094,27.64967,2817.5585,0.01824,76935.77004,0.18372,80.94679,1105.00289,0.4463,43.23192,1074.47621,29.37174,638.94647,41.47293,969.26858,0.00004,0.21327,0.1798,0.05425,9.43245,135.65966,0.05418,0.0088,61.73865,8.91716,520.25785,0.09383,1959.15566,0.99556,0.00074,37.1094,279.09391,4.83,5.22,6.0013,157.30954,1.41828,193.90948,7.34093,492.92409,2.90402,0.83404,777.61748,0.00012,2.00781,6.27826,2.22366,0.22269,60.55398
MWI1589,7,5,-14.4176339,35.0169043,888,5,28/05/2018,28/05/2018,Sorghum,Field stack,Main,NA,13.878,NA,NA,0.48,NA,252.187,NA,NA,NA,NA,2.379,32.836,5264.212,NA,2050.965,14.105,1.191,NA,3512.851,NA,6.245,1653.95095,0.06332,0.837,NA,NA,0.351,20.209,1049.39573,0.0267,14748.27232,0.17032,NA,0,1.006,1.006,5.50907,1269.91613,0.00345,0.00009,0.00556,0.06742,0.00029,4.08006,24.48593,0.34461,0.0032,10.3444,5.29678,8.02288,1196.91357,0.01099,34886.00056,0.15422,61.65971,905.81498,0.64438,63.61449,1037.02568,14.08588,197.74251,0.01967,323.87326,0.00071,0.41423,0.0678,0.01869,1.84018,63.21332,0.08012,0.00205,8.09487,10.00969,6.12113,0.42528,247.10355,0.08384,0.00007,3.40436,22.44898,6.01,6.73,0.45445,41.47333,1.41395,49.98613,2.30904,56.03727,2.56249,0.19582,1272.09528,0.00002,2.17457,4.58168,3.02442,0.02997,27.56612
MWI1590,3,2,-13.79304382,34.21520895,724,6,28/05/2018,28/05/2018,Maize,Store,Main,0.002,27.291,0.003,NA,0.824,NA,64.015,NA,0.043,0.098,0.02,1.996,22.403,3517.517,NA,1106.858,6.559,0.448,0.128,2427.65,NA,9.578,1482.08111,0.02907,0.795,NA,NA,0.187,18.288,2019.25187,0.0478,41629.11843,0.41266,13.35223,0.0611,3.3789,3.44,16.16594,10715.90615,0.0286,0.00028,0.11753,0.14888,0.00105,12.89037,101.1029,0.31729,0.00851,21.29727,18.03303,7.72958,2091.3339,0.0225,47998.11484,0.40905,108.22559,5376.25269,2.87694,202.06667,7437.18734,15.5988,317.85123,0.00326,416.37812,0.01068,0.95346,0.1718,0.03179,3.9403,740.84931,0.38227,0.00495,36.53738,16.38,187.5149,0.55807,973.04994,0.12845,0.00017,7.37834,88.08274,6.82,7.26,2.13985,1335.89391,6.86174,1159.66702,5.72406,455.47502,7.51318,0.69833,2582.59558,0.00207,1.08624,12.09377,3.70528,0.0138,57.33731
MWI1591,6,5,-13.19748202,33.90535899,1076,5,28/05/2018,28/05/2018,Maize,Standing crop,Main,NA,1.324,NA,NA,0.206,NA,44.896,NA,NA,NA,NA,1.838,22.218,4275.213,NA,1192.115,5.627,0.165,0.599,3042.383,NA,4.106,1972.89384,0.01699,0.217,NA,NA,0.261,21.898,1247.87844,0.03362,13978.13634,0.42361,5.18446,0,0.5773,0.5773,2.35408,1261.31884,0.01342,0.00051,0.04101,0.2687,0.0004,11.93279,76.78836,0.7833,0.00568,10.41483,2.83914,11.02745,1485.73401,0.00621,23447.27173,0.35001,143.16133,1281.59092,0.64717,54.96248,1622.49476,40.13361,519.74878,0.20769,686.15983,0.00014,0.11492,0.0422,0.01743,1.58678,113.00608,1.07513,0.11346,24.48648,19.45358,140.86156,0.31178,263.73108,0.11953,0.00011,3.8916,36.84934,5.6,6.16,0.60225,26.99685,1.62104,42.93842,2.04417,46.72866,1.08868,0.18673,1127.31449,0.00002,1.06581,3.05039,2.49836,0.04749,21.23184
MWI1592,6,5,-13.14778253,33.87850069,1005,5,28/05/2018,28/05/2018,Maize,Standing crop,Main,NA,NA,NA,NA,0.483,NA,58.697,NA,0.019,NA,NA,1.334,NA,3821.325,NA,1121.186,4.407,0.19,NA,2732.632,NA,1.869,1913.40331,0.02026,0.763,NA,NA,0.246,17.056,1171.76699,0.07257,18519.24081,0.30483,13.64635,0,0.4945,0.4945,2.1397,2530.02358,0.00582,0.00042,0.03061,0.24357,0.0007,11.46645,29.46233,0.46138,0.00608,13.36919,2.9528,16.71438,2088.74451,0.01042,24928.67302,0.31272,120.26742,2498.75175,0.60531,49.49359,2702.40363,29.01809,271.52724,0.2714,435.49066,0.00012,0.06181,0.0402,0.02305,2.33316,195.87701,0.08564,0.01303,11.46207,29.73375,234.97959,0.55265,405.73373,0.10686,0.00013,3.32914,44.03163,5.6,6.08,0.73522,29.41108,1.26586,47.78885,1.79141,42.18008,0.98909,0.25372,1431.0303,0.00001,0.70304,2.49244,2.36468,0.05268,27.41552
MWI1593,6,5,-13.1438189,33.83984931,1047,5,28/05/2018,28/05/2018,Maize,Standing crop,Main,NA,NA,NA,NA,1.066,NA,53.181,NA,NA,NA,NA,1.551,28.771,3759.869,NA,1309.169,6.142,0.399,NA,2813.303,NA,1.203,1848.47923,0.00391,0.707,NA,NA,0.229,19.047,1711.52489,0.0571,40370.77191,0.24443,46.12643,0,0.8858,0.8858,4.4269,1814.09606,0.00806,0.00132,0.02853,0.3842,0.00734,9.00106,16.9199,0.43801,0.00559,10.11426,6.71384,14.23906,1947.15243,0.01118,38835.25832,0.37693,123.40707,3043.39463,1.36512,99.53181,2439.45028,39.28905,180.55968,10.28167,377.26095,0.00119,0.18002,0.0856,0.03012,4.42964,116.82313,0.09018,0.0093,8.67378,16.77179,107.99708,0.24097,299.70681,0.24224,0.00016,3.94269,60.3878,5.43,5.82,3.55647,87.01711,4.22302,108.56307,3.97933,111.37657,0.79746,0.2884,903.08889,0.00001,8.93787,16.05969,2.17602,0.5291,63.00632
MWI1594,3,2,-13.77643968,34.14278738,888,6,28/05/2018,28/05/2018,Maize,Store,Main,0.002,7.555,NA,NA,NA,NA,45.224,NA,0.009,0.107,0.001,2.523,8.621,3956.695,NA,1201.143,6.491,0.339,0.075,2736.637,NA,3.004,1568.95085,0.02203,0.219,NA,NA,0.117,22.155,1421.15651,0.03339,23119.64911,0.1005,9.69151,0,1.216,1.216,5.93893,2517.17905,0.01154,0.00023,0.06231,0.11911,0.00027,9.38257,20.87364,0.83123,0.00575,24.18899,8.20535,10.75004,1596.42455,0.0055,46382.44864,0.28796,106.03528,875.04591,1.4508,131.75682,1989.01916,23.74099,482.20672,0.02649,598.93029,0.00018,0.30114,0.084,0.02457,3.17915,263.62125,0.14134,0.0047,9.56997,7.06,39.08167,0.15298,295.68342,0.02587,0.00008,1.54314,47.15597,5.63,6.4,1.68154,83.76083,4.12685,72.92297,3.72323,116.09733,4.99049,0.22459,1496.264,0.00001,1.01048,3.8421,2.85013,0.03197,29.95355
MWI1595,7,5,-14.3166195,35.1359885,0,2900,28/05/2018,28/05/2018,Sorghum,Standing crop,Main,NA,10.833,NA,NA,0.419,NA,137.068,NA,NA,NA,NA,5.081,34.027,4494.891,NA,1828.927,13.653,2.192,NA,3563.607,NA,1.421,2076.51631,0.01673,1.017,NA,NA,0.323,28.557,1348.15763,0.03405,29669.63098,0.43393,12.66078,0.0114,1.1206,1.132,10.22181,3222.74608,0.00955,0.00019,0.03666,0.09663,0.00077,8.31815,40.74278,0.35911,0.00817,13.89175,11.54046,8.00604,1896.67807,0.00952,32612.34316,0.33212,108.08845,3512.15081,2.07106,158.07076,3856.90475,9.47938,230.48615,0.00526,350.38051,0.00779,0.30335,0.0891,0.03139,4.35322,143.02078,0.20919,0.00381,17.50202,9.22337,21.42417,0.25292,401.85765,0.14685,0.00028,4.47534,57.93394,7.19,7.45,0.76298,57.5887,1.84019,64.06087,5.75553,118.66023,3.14476,0.35194,1634.48638,0.00103,0.606,10.60525,3.64515,0.00845,50.72267
MWI1596,3,2,-13.72237327,34.07772546,1117,6,28/05/2018,28/05/2018,Maize,Field stack,Main,0.001,4.759,0.003,NA,NA,NA,49.573,NA,0.029,0.108,NA,2.037,19.864,4383.207,NA,1214.324,5.157,0.541,0.136,3151.117,NA,1.006,1426.56135,0.00851,0.323,NA,NA,0.13,25.354,1906.79219,0.03173,42415.21129,1.19541,10.97101,0.0124,1.6136,1.626,10.21571,3239.06398,0.0105,0.00008,0.05776,0.07553,0.00071,14.55216,71.03007,0.6562,0.01038,27.2206,11.47802,7.64084,2202.87032,0.00954,46440.8006,0.5847,166.0691,8479.76784,1.89152,153.71561,7779.16567,10.6389,365.46842,0.00177,501.78266,0.0062,0.17919,0.1091,0.04482,7.37342,128.36767,0.18788,0.00327,38.07968,35.06,288.62839,1.37479,702.31687,0.99438,0.00016,17.50733,105.75446,6.87,7.67,2.14087,175.22141,6.89307,208.07155,3.97784,136.49298,6.33647,0.31057,2030.56428,0.00163,3.02267,24.54704,4.05221,0.00774,74.6289
MWI1597,7,5,-14.21882597,35.03233488,471,5,28/05/2018,28/05/2018,Maize,Standing crop,Close pair,NA,6.716,NA,NA,0.424,NA,53.303,NA,0.017,NA,NA,1.661,25.243,5180.563,NA,1541.945,8.324,0.731,NA,3712.016,NA,4.558,2356.28515,0.00934,0.392,NA,NA,0.304,33.14,755.02676,0.03482,8899.75192,0.06985,NA,0.0069,0.7698,0.7767,4.75253,1190.24933,0.00373,0.00007,0.00447,0.05962,0.00122,2.21852,11.36602,0.11301,0.0055,2.71767,4.38133,11.63082,432.90913,0.01972,7426.87542,0.40285,156.49139,767.68205,0.64508,65.79473,598.02376,12.93856,84.47943,0.01133,211.56966,0.013,0.18609,0.066,0.01614,1.11105,28.24514,0.04798,0.00318,3.48987,42.37649,98.45542,5.5603,321.728,0.03412,0.00004,4.32837,46.80017,6.88,7.16,0.74572,33.19234,2.94302,45.93303,1.73572,22.76083,1.54339,0.09974,1494.85853,0.00021,2.25132,6.60829,3.49485,0.01405,22.02631
MWI1598,6,5,-13.07404295,33.86014231,1024,5,28/05/2018,28/05/2018,Maize,Field stack,Main,NA,NA,NA,NA,0.341,NA,50.256,NA,NA,NA,NA,1.209,NA,3902.917,NA,1035.638,5.016,0.194,NA,2670.791,NA,1.342,1753.24553,0.00582,0.403,NA,NA,0.222,22.355,1474.51957,0.02081,26895.95304,0.20422,10.7002,0,0.6128,0.6128,3.41909,4515.5878,0.0117,0.00036,0.04983,0.2389,0.0005,14.82713,20.20353,0.72525,0.0064,25.16543,4.43641,14.2368,2686.77232,0.00677,37724.93015,0.4134,153.1319,3732.17823,0.78227,66.01462,4219.38291,26.80932,300.5845,0.07993,570.6867,0.00029,0.10072,0.0474,0.02249,2.461,320.11147,0.17231,0.01034,16.25608,43.24909,356.71108,1.37863,618.54624,0.07098,0.00009,2.75972,55.21049,5.93,6.38,0.70363,35.34775,2.3311,62.10308,1.66151,46.05466,1.19582,0.29633,2143.79167,0.00001,2.23096,7.02504,2.8381,0.05213,62.23347
MWI1599,6,5,-13.08315156,33.86122165,962,5,28/05/2018,28/05/2018,Maize,Field stack,Close pair,NA,1.567,NA,NA,0.148,NA,56,NA,0.036,NA,NA,2.74,21.228,4967.507,NA,1601.06,6.54,0.568,NA,3839.117,NA,1.067,1949.7439,0.00566,0.251,NA,NA,0.237,27.236,2893.58438,0.03784,55662.92629,5.25652,18.99662,0.1282,1.4508,1.579,11.54551,8747.99765,0.00916,0.00003,0.06889,0.13392,0.00224,28.77816,143.8616,0.81526,0.01235,27.26242,14.41044,5.75018,4150.97747,0.01142,66071.03186,1.52039,445.65683,3321.62569,3.3515,254.77378,4043.07364,12.59005,513.0643,0.00213,788.36369,0.01749,0.11191,0.1217,0.0377,4.85552,250.82454,0.18815,0.00286,27.76214,123.72389,692.98724,6.00056,937.45066,0.16726,0.00013,9.16973,223.78341,7.29,8.01,1.74274,113.44808,4.25934,163.60756,3.16078,86.47291,2.88352,0.32723,1410.43132,0.00131,3.07077,83.85713,4.56477,0.00828,69.23042
MWI1600,7,5,-14.25704083,34.99037004,543,5,28/05/2018,28/05/2018,Maize,Standing crop,Main,NA,11.959,NA,NA,0.48,NA,60.863,NA,NA,NA,NA,2.49,21.771,4309.053,NA,1292.602,5.838,0.562,NA,3013.564,NA,6.345,2067.45881,0.02327,0.463,NA,NA,0.321,25.28,1189.08898,0.02022,20524.84941,0.16717,NA,0,1.183,1.183,5.6009,1681.98047,0.00932,0.00029,0.01778,0.08871,0.00034,5.68438,39.74319,0.34842,0.00708,10.79273,6.87039,17.30219,2094.99594,0.01025,33627.66983,0.39004,129.83579,1297.07851,1.47576,136.51143,1278.35426,16.42161,224.92717,0.07146,316.92293,0.00026,0.29199,0.0738,0.02084,2.59951,74.96035,0.14049,0.00734,9.99339,29.03051,269.4934,1.5468,496.37396,0.27647,0.00021,3.22766,43.56232,5.62,6.39,0.58133,49.42396,1.28129,43.32487,1.34057,68.05232,1.73777,0.16657,1574.72384,0,1.43146,3.60377,2.7665,0.04444,41.01836
MWI1601,7,5,-14.21363933,35.03284014,467,5,28/05/2018,28/05/2018,Maize,Store,Close pair,NA,18.446,NA,NA,1.539,NA,145.273,NA,0.025,NA,NA,1.995,27.689,4278.203,NA,1527,7.514,0.279,NA,3146.702,NA,4.438,2311.12675,0.01,2.229,NA,NA,0.329,29.489,449.77104,0.06473,4581.63461,0.08758,NA,0,0.377,0.377,3.04438,594.7301,0.00328,0.00067,0.00166,0.09887,0.00153,2.34808,13.34367,0.18908,0.00228,1.78985,2.4517,15.87783,526.68573,0.01457,7709.72515,0.19189,87.90205,746.32551,0.53762,55.94271,800.19889,11.32566,56.76122,1.94671,187.30662,0.00028,NA,0.0319,0.06093,12.46844,91.88492,0.13825,0.03081,3.57949,10.13056,73.22619,0.40382,116.66576,0.17295,0.00015,3.33501,15.83731,5.59,6.56,0.32819,34.85164,1.5572,44.55613,0.2781,13.96972,0.38458,0.10626,1411.63961,0.00003,0.53005,1.11472,2.06755,0.0637,11.69717
MWI1602,7,5,-14.14704926,34.93174056,464,5,28/05/2018,28/05/2018,Maize,Store,Main,NA,5.975,NA,NA,0.574,NA,70.248,NA,0.017,NA,NA,1.928,18.485,4207.217,NA,1232.524,5.648,0.776,NA,2572.987,NA,3.098,2242.29542,NA,0.604,NA,NA,0.316,23.097,1663.56327,0.02495,35080.79657,0.41849,23.70731,0.0881,1.0039,1.092,28.96525,10671.10285,0.00363,0.00012,0.01564,0.05181,0.00138,10.00114,33.06798,0.46395,0.01092,11.52994,33.97802,3.35707,681.22615,0.00809,24832.78816,0.77136,138.65346,2170.09096,3.64118,161.38254,6076.43624,5.88394,289.5608,0.00761,429.66395,0.00723,0.03978,0.0899,0.05523,8.61066,141.00778,0.36512,0.00959,18.42622,13.21874,119.72041,1.05091,340.34926,0.6179,0.00056,8.30184,65.3433,7.19,7.8,1.24098,67.95896,8.19972,118.90636,3.53798,57.94925,2.2878,0.25055,1090.64924,0.00215,0.15419,11.33567,3.61892,0.01107,23.91304
MWI1603,8,6,-16.02946056,35.50166052,621,5,26/05/2018,26/05/2018,Maize,Store,Main,NA,10.087,NA,NA,0.551,NA,57.834,NA,0.005,0.037,0.003,1.869,20.35,3753.813,NA,973.633,5.002,0.396,NA,2317.536,NA,9.815,1953.6602,0.00915,0.328,NA,NA,0.269,16.918,4924.78542,2.25036,51554.99929,0.69776,NA,0,2.392,2.392,1.41381,652.25121,0.00701,0.00118,0.01597,0.09843,0.0557,7.91071,44.16086,1.40811,0.00285,13.98247,3.4756,14.8024,3252.95051,0.01775,32624.11001,0.07864,87.79239,690.3901,0.31611,47.43943,513.39555,25.8624,876.68327,44.50003,1197.47868,0.00004,0.26841,0.164,0.04844,10.3586,88.69014,0.04268,0.00864,16.9289,17.42996,247.5179,0.08935,515.17426,2.3894,0.00075,19.9373,405.68042,4.82,4.9,21.80158,216.42702,2.75585,134.04546,5.96376,434.70248,2.28262,0.86068,1376.86391,0.00013,2.23051,6.31353,2.22432,0.22126,86.64612
MWI1604,8,6,-16.0096669,35.49082884,624,5,28/05/2018,28/05/2018,Maize,Store,Main,NA,NA,NA,NA,0.144,NA,36.737,NA,0.013,NA,NA,2.274,16.848,4219.702,NA,1615.322,7.054,0.363,NA,3443.897,NA,6.448,2178.74006,0.03998,0.123,NA,NA,0.272,25.572,1609.21812,0.64105,25598.83916,0.97197,59.37851,0,1.171,1.171,4.51844,1373.47082,0.00578,0.00123,0.0587,0.1808,0.02752,3.4488,7.57912,1.22923,0.00749,5.46806,7.10638,21.56148,1663.27592,0.01619,22566.03952,0.46813,177.99021,1156.1352,1.34454,119.0517,799.92556,24.99616,700.20271,16.87345,1033.85686,NA,1.23189,0.0882,0.04878,6.86945,102.78285,0.06273,0.00565,4.33812,18.98354,399.61428,0.12225,813.99466,0.45322,0.00048,12.47903,429.57934,5.31,5.73,6.78128,224.32421,1.49524,99.81534,7.51962,515.40496,2.1128,0.7508,1050.5107,0.00001,1.9675,7.70711,2.88277,0.06329,123.75917
MWI1605,8,6,-16.00490795,35.49010053,633,5,28/05/2018,28/05/2018,Maize,Store,Main,NA,19.886,NA,NA,1.069,NA,48.97,NA,0.033,0.178,NA,1.553,26.779,3722.067,NA,1161.55,5.452,0.145,0.28,2855.202,NA,5.548,2053.15499,0.06132,0.674,NA,NA,0.269,19.81,6569.62195,0.04611,91007.70101,1.14786,23.041,0,3.497,3.497,7.71485,3629.36387,0.02486,0.00018,0.06578,0.16744,0.00221,16.80753,72.63231,1.46266,0.01312,25.88446,14.51949,28.93764,3400.18534,0.01426,71357.86666,1.28084,469.84176,1880.83499,5.44061,466.12118,2162.78244,33.19784,587.14983,0.05641,967.0467,0.00589,0.48085,0.2219,0.0796,15.12025,166.58739,0.16829,0.00225,32.95946,124.92534,1230.81943,4.77567,2819.40366,1.59658,0.00043,47.53773,366.87979,6.6,6.8,7.99142,282.88219,11.28251,300.95016,7.41048,416.62727,4.64915,1.00003,1227.56252,0.00016,28.80405,58.21493,3.83233,0.05504,185.28496
MWI1606,8,6,-16.08755796,35.47616227,578,5,28/05/2018,28/05/2018,Maize,Store,Main,NA,20.014,NA,NA,0.477,NA,40.672,NA,0.017,0.082,NA,1.411,31.097,3877.318,NA,1093.051,4.82,0.129,0.093,2791.749,NA,4.548,1778.22038,0.09109,0.256,NA,NA,0.279,17.873,4316.67952,1.26327,68978.21444,1.05409,NA,0,2.592,2.592,2.43015,905.222,0.00441,0.00124,0.02277,0.88401,0.28266,59.12759,389.20705,1.67032,0.00644,45.69017,4.86567,18.22775,3658.15403,0.00895,101709.9244,0.30762,144.29681,836.09853,1.08311,107.03852,774.06168,86.63748,958.18056,70.01994,1409.24715,0.00006,0.79687,0.1765,0.04122,6.53407,65.09039,0.21781,0.0447,88.2505,34.11505,596.14474,0.1669,1641.16612,0.60205,0.00029,24.74392,223.62068,4.92,5.1,4.74294,148.50233,1.36533,148.10914,3.84859,310.34843,2.18377,1.10057,1738.17434,0.00004,0.70015,2.37367,2.15056,0.09683,50.27131
MWI1607,8,6,-16.03808646,35.48442892,610,5,28/05/2018,28/05/2018,Maize,Store,Main,NA,5.238,NA,NA,1.845,NA,76.931,NA,0.012,0.053,NA,2.44,15.472,4281.158,NA,1394.218,6.418,0.206,NA,3083.052,NA,5.62,1692.23675,0.0123,0.766,NA,NA,0.25,21.902,2654.67856,0.15548,36572.47394,0.82146,NA,0,1.269,1.269,2.22737,644.28248,0.00344,0.00057,0.0105,0.16918,0.00268,13.20281,29.85301,0.47968,0.00241,9.45857,2.84089,20.32144,2128.98828,0.00927,47816.95416,0.23824,108.49471,1205.20392,0.576,56.88291,1167.687,33.61004,594.42723,5.41064,873.34632,0.00005,0.28374,0.0831,0.03518,4.06246,49.54356,0.03359,0.00389,8.21291,21.92046,283.37911,0.14934,698.06377,0.38414,0.00011,16.51817,109.51436,5.33,5.55,2.29659,70.01199,1.22216,70.95606,4.83092,233.42517,2.7587,0.71303,2269.71523,0.00001,1.851,5.18918,2.42763,0.11329,52.95319
MWI1608,8,6,-16.00655525,35.43772353,667,5,28/05/2018,28/05/2018,Maize,Store,Main,NA,3.666,NA,NA,0.579,NA,56.318,NA,0.066,0.102,NA,2.009,23.822,3984.789,NA,1281.558,7.99,0.163,0.147,3119.707,NA,6.868,2246.4872,0.0108,0.267,NA,NA,0.26,26.063,1868.04475,0.21636,28976.42929,0.33572,NA,0,1.597,1.597,2.75845,801.92297,0.00278,0.0004,0.00373,0.60745,0.14704,23.61844,88.78353,1.24426,0.00442,20.22362,4.06397,26.59353,2066.71165,0.01224,35974.47005,0.14743,67.14819,741.39686,0.8762,87.32149,886.57422,56.43962,425.19896,32.54248,767.3782,0.00003,0.1168,0.0999,0.02962,3.78942,41.84867,0.28584,0.03291,24.67768,1.61743,NA,0.07546,173.60976,0.4323,0.00068,8.19403,75.11418,5.27,5.29,2.48876,79.49653,1.4821,85.05605,3.94975,284.5366,1.84966,0.43896,2375.97828,0.00002,0.27269,0.8606,2.24543,0.02745,18.76184
MWI1609,1,1,-15.37927,34.56259232,1011,5,26/05/2018,26/05/2018,Maize,Store,Main,NA,109.216,0.016,NA,0.608,NA,42.389,NA,0.062,2.06,0.008,2.383,109.702,4008.026,NA,1251.136,5.859,NA,0.994,2949.32,0.033,6.401,1197.14293,0.02477,0.271,NA,NA,0.266,20.137,2002.73561,0.36288,43699.76778,1.89634,NA,0,2.572,2.572,3.76249,1261.81443,0.00349,0.00049,0.02237,0.19672,0.00433,13.76797,32.1737,0.26687,0.00544,24.04857,6.28099,15.04047,1741.99169,0.01269,46157.00683,0.2883,136.5066,5807.25025,1.81278,177.73512,5413.09062,34.78772,328.40384,4.77018,575.56312,0.00006,0.24263,0.1528,0.04727,6.47822,82.02238,0.04398,0.00584,14.61268,4.62,61.89949,0.06866,451.9513,0.35697,0.00021,6.91373,116.02471,5.08,5.84,9.62622,101.00631,9.21056,132.26309,6.54941,300.61928,5.88013,0.43572,2352.22301,0.00004,0.45369,1.70088,2.36765,0.04784,62.8283
